movieId,cast,director,overview
4966,"Robin Williams,María Conchita Alonso,Cleavant Derricks,Alejandro Rey,Savely Kramarov",Paul Mazursky,"A Russian circus visits the US. A clown wants to defect, but doesn't have the nerve. His saxophone playing friend however comes to the decision to defect in the middle of Bloomingdales. He is befriended by the black security guard and falls in love with the Italian immigrant from behind the perfume counter. We follow his life as he works his way through the American dream and tries to find work as a musician."
4967,"Audrey Tautou,Mathieu Kassovitz,Rufus,Jamel Debbouze,Claire Maurier",Jean-Pierre Jeunet,"At a tiny Parisian café, the adorable yet painfully shy Amélie (Audrey Tautou) accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?"
4969,"Chyler Leigh,Chris Evans,Jaime Pressly,Eric Christian Olsen,Mia Kirshner",Joel Gallen,"On a bet, a gridiron hero at John Hughes High School sets out to turn a bespectacled plain Jane into a beautiful and popular prom queen in this outrageous send-up of the teen movie genre."
4970,"Tom Cruise,Penélope Cruz,Cameron Diaz,Kurt Russell,Jason Lee",Cameron Crowe,"David Aames has it all: wealth, good looks and gorgeous women on his arm. But just as he begins falling for the warmhearted Sofia, his face is horribly disfigured in a car accident. That's just the beginning of his troubles as the lines between illusion and reality, between life and death, are blurred."
4971,"Judi Dench,Jim Broadbent,Kate Winslet,Hugh Bonneville,Penelope Wilton",Richard Eyre,"True story of the lifelong romance between novelist Iris Murdoch and her husband John Bayley, from their student days through her battle with Alzheimer's disease."
4973,"Ike Ogut,Nelofer Pazira,Hassan Tantai,Sadou Teymouri,Hoyatala Hakimi",Mohsen Makhmalbaf,"After an Afghanistan-born woman who lives in Canada receives a letter from her suicidal sister, she takes a perilous journey through Afghanistan to try to find her."
4974,"Anthony LaPaglia,Geoffrey Rush,Barbara Hershey,Kerry Armstrong,Rachael Blake",Ray Lawrence,"Plagued with grief over the murder of her daughter, Valerie Somers suspects that her husband John is cheating on her. When Valerie disappears, Detective Leon Zat attempts to solve the mystery of her absence. A complex web of love, sex and deceit emerges -- drawing in four related couples whose various partners are distrustful and suspicious about each other's involvement."
4975,"Gene Hackman,Anjelica Huston,Ben Stiller,Gwyneth Paltrow,Luke Wilson",Wes Anderson,"Royal Tenenbaum and his wife Etheline had three children and then they separated. All three children are extraordinary --- all geniuses. Virtually all memory of the brilliance of the young Tenenbaums was subsequently erased by two decades of betrayal, failure, and disaster. Most of this was generally considered to be their father's fault. ""The Royal Tenenbaums"" is the story of the family's sudden, unexpected reunion one recent winter."
4976,"Keanu Reeves,Alex Winter,George Carlin,William Sadler,Joss Ackland",Peter Hewitt,"Amiable slackers Bill and Ted are once again roped into a fantastical adventure when De Nomolos, a villain from the future, sends evil robot duplicates of the two lads to terminate and replace them. The robot doubles actually succeed in killing Bill and Ted, but the two are determined to escape the afterlife, challenging the Grim Reaper to a series of games in order to return to the land of the living."
4977,"John Cleese,Alison Steadman,Penelope Wilton,Geoffrey Palmer,Benjamin Whitrow",Christopher Morahan,An uncompromising British school headmaster finds himself beset by one thing going wrong after another.
4978,"Tanya Roberts,Ted Wass,Donovan Scott,Elizabeth of Toro,France Zobda",John Guillermin,"Sheena's white parents are killed while on Safari. She is raised by the mystical witch woman of an African tribe. When her foster mother is framed for the murder of a political leader, Sheena and a newsman, Vic Casey are forced to flee while pursued by the mercenaries hired by the real killer, who hopes to assume power. Sheena's ability to talk to the animals and knowledge of jungle lore give them a chance against the high tech weapons of the mercenaries."
4979,"Peter Strauss,Molly Ringwald,Michael Ironside,Ernie Hudson,Deborah Pratt",Lamont Johnson,"Three women makes an emergency landing on a planet plagued with a fatal disease, but are captured by dictator Overdog. Adventurer Wolff goes there to rescue them and meets Niki, the only Earthling left from a medical expedition. Combining their talents, they try to rescue the women."
4980,"Kevin Bacon,Sean Astin,Jonathan Ward,K. C. Martel,Matt Adler",Jeff Bleckner,"When the experienced guide Vic accompanies the city boy Alan and his three friends on their first wilderness experience, he not only hope to teach the four boys lessons about the wilderness, but about themselves. Vic pushes them to the limit. Soon after alienating the boys, Vic finds himself in desperate need of help and must rely on his students in order to survive."
4981,"Method Man,Redman,Obba Babatundé,Mike Epps,Anna Maria Horsford",Jesse Dylan,"Multi-platinum rap superstars Redman and Method Man star as Jamal and Silas, two regular guys who smoke something magical, ace their college entrance exams and wind up at Harvard. Ivy League ways are strange but Silas and Jamal take it in a stride -- until their supply of supernatural smoke runs dry. That's when they have to start living by their wits and rely on their natural resources to make the grade."
4985,"Debi Derryberry,Megan Cavanagh,Mark DeCarlo,Jeffrey Garcia,Patrick Stewart",John A. Davis,"Jimmy Neutron is a boy genius and way ahead of his friends, but when it comes to being cool, he's a little behind. All until one day when his parents, and parents all over Earth are kidnapped by aliens, it's up to him to lead all the children of the world to rescue their parents."
4987,"Tim Allen,Julie Bowen,Kelly Lynch,Greg Germann,James Belushi",John Pasquin,"When underappreciated video specialist Joe Scheffer is brutally humiliated by the office bully Mark McKinney in front of his daughter, Joe begins a quest for personal redemption. He proceeds by enduring a personal make-over and takes martial arts lessons from a B-action star. As news spreads of his rematch with Mark, Joe suddenly finds himself the center of attention, ascending the corporate ladder and growing in popularity. He's determined to show everyone in his life that he is not a nobody, but a force to be reckoned with."
4988,"Meg Ryan,Hugh Jackman,Liev Schreiber,Breckin Meyer,Natasha Lyonne",James Mangold,"When her scientist ex-boyfriend discovers a portal to travel through time -- and brings back a 19th-century nobleman named Leopold to prove it -- a skeptical Kate reluctantly takes responsibility for showing Leopold the 21st century. The more time Kate spends with Leopold, the harder she falls for him. But if he doesn't return to his own time, his absence will forever alter history."
4989,"Elijah Wood,Ian McKellen,Viggo Mortensen,Sean Astin,Liv Tyler",Peter Jackson,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed."
4990,"Jim Carrey,Martin Landau,Laurie Holden,David Ogden Stiers,Hal Holbrook",Frank Darabont,"Set in 1951, a blacklisted Hollywood writer gets into a car accident, loses his memory and settles down in a small town where he is mistaken for a long-lost son."
4991,"Russell Crowe,Ed Harris,Jennifer Connelly,Christopher Plummer,Paul Bettany,Adam Goldberg",Ron Howard,"John Nash is a brilliant but asocial mathematician fighting schizophrenia. After he accepts secret work in cryptography, his life takes a turn for the nightmarish."
4992,"Tony Curtis,Sidney Poitier,Theodore Bikel,Charles McGraw,Cara Williams",Stanley Kramer,"Two convicts, a white racist and an angry black, escape while chained to each other."
4993,"Peter Sellers,Claudine Longet,Natalia Borisova,Jean Carson,Marge Champion",Blake Edwards,"Hrundi V. Bakshi, an accident-prone actor from India, is accidentally put the name on the guest list for an upcoming party at the home of a Hollywood film director. Unfortunately, from the moment he arrives, one thing after another goes wrong with a compounding affect."
4994,"Melina Mercouri,Peter Ustinov,Maximilian Schell,Gilles Ségal,Robert Morley",Jules Dassin,Arthur Simon Simpson is a small-time crook biding his time in Greece. One of his potential victims turns out to be a gentleman thief planning to steal the emerald-encrusted dagger of the Mehmed II from Istanbul's Topkapi Museum.
4995,"Tyrone Power,Marlene Dietrich,Charles Laughton,Elsa Lanchester,John Williams",Billy Wilder,"When Leonard Vole is arrested for the sensational murder of a rich, middle-aged widow, the famous Sir Wilfrid Robarts agrees to appear on his behalf. Sir Wilfrid, recovering from a near-fatal heart attack, is supposed to be on a diet of bland, civil suits—but the lure of the criminal courts is too much for him, especially when the case is so difficult."
4998,"Will Smith,Jamie Foxx,Jon Voight,Mario Van Peebles,Ron Silver",Michael Mann,"In 1964, a brash, new pro boxer, fresh from his Olympic gold medal victory, explodes onto the scene: Cassius Clay. Bold and outspoken, he cuts an entirely new image for African Americans in sport with his proud public self-confidence and his unapologetic belief that he is the greatest boxer of all time. Yet at the top of his game, both Ali's personal and professional lives face the ultimate test."
5004,"Josh Hartnett,Ewan McGregor,Jason Isaacs,Tom Sizemore,William Fichtner",Ridley Scott,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground."
